89,04/01/2016 16:00,0.00753,0.02372,0.03144,0.179,0.02636,13.81,MS,6.669,0.126,MS,5.304,112.196,0.00249,0.08923,0.05848,0.14799,0.569,0.00121,15.022,MS,MS,3.632,120.759,4.029,16.814,21.246,0.272,28.737,7.979,2.467,35.935,4.785,61.242
90,04/01/2016 17:00,0.00617,0.03415,0.04058,0.267,0.0162,14.697,MS,9.123,-2.375,MS,1.904,31.289,0.00144,0.09272,0.06049,0.15346,0.689,-0.00132,18.926,MS,MS,2.856,130.013,1.881,21.462,23.731,0.344,24.47,6.745,3.663,42.584,2.632,50.395
91,04/01/2016 18:00,0.00946,0.04785,0.0577,0.45,0.00601,11.177,MS,11.362,-3.74,MS,1.404,348.659,0.00119,0.08344,0.05763,0.14146,0.723,-0.00205,20.302,MS,MS,3.821,141.724,2.313,29.165,31.886,0.469,15.673,5.477,5.11,48.766,0.911,111.797
92,04/01/2016 19:00,0.00775,0.0478,0.0559,0.457,0.00365,9.876,MS,12.418,-4.897,MS,1.812,334.553,0.00097,0.07233,0.05613,0.12893,0.649,-0.00209,19.095,MS,MS,1.15,212.001,20.731,47.142,68.348,0.724,0.907,7.992,9.945,56.543,0.315,271.972
93,04/01/2016 20:00,0.03339,0.05199,0.08583,0.625,0.00107,15.396,MS,17.068,-5.685,MS,0.796,6.236,0.00112,0.09415,0.05797,0.15252,0.676,-0.0021,18.742,MS,MS,0.995,245.52,48.602,48.743,97.795,0.9,-0.132,12.023,11.401,66.007,1.919,306.926
94,04/01/2016 21:00,0.07819,0.05528,0.13417,0.917,0.00122,22.066,MS,22.05,-6.045,MS,2.277,352.24,0.00127,0.10255,0.05816,0.16121,0.674,-0.00212,16.948,MS,MS,0.645,92.702,30.194,44.555,75.304,0.619,-0.116,12.391,6.915,70.734,3.029,311.196
95,04/01/2016 22:00,0.07868,0.05959,0.13904,0.888,0.00183,26.689,MS,16.688,-6.055,MS,3.522,337.447,0.00122,0.09916,0.05604,0.15561,0.663,-0.00214,16.471,MS,MS,2.06,160.777,7.374,37.909,45.893,0.407,2.502,6.66,5.249,67.577,2.83,323.454
96,04/01/2016 23:00,0.0412,0.05486,0.09669,0.631,0.00155,22.655,MS,11.369,-6.155,MS,0.149,285.478,0.00102,0.06661,0.05095,0.11831,0.674,-0.00215,14.831,MS,MS,2.03,143.953,2.78,32.171,35.395,0.341,4.712,9.938,5.203,70.299,1.982,266.453
97,05/01/2016 0:00,0.04701,0.05058,0.09823,0.593,0.00115,16.989,MS,11.322,-7.206,MS,1.078,1.484,0.00087,0.06277,0.05072,0.11436,0.597,-0.00217,15.058,MS,MS,1.755,160.35,6.58,35.564,42.682,0.372,1.014,14.597,7.365,75.242,2.303,313.133
98,05/01/2016 1:00,0.0886,0.05448,0.14376,0.772,0.00134,12.588,MS,14.872,-7.547,MS,2.198,130.285,0.00069,0.02745,0.04577,0.07434,0.425,-0.00219,10.932,MS,MS,1.668,137.934,7.229,34.791,42.569,0.332,0.548,13.09,7.254,76.941,2.658,308.514
99,05/01/2016 2:00,0.07053,0.05358,0.12481,0.58,0.0011,18.41,MS,14.022,-7.593,MS,2.791,162.846,Z,Z,Z,Z,Z,Z,10.822,MS,MS,0.938,207.273,3.434,30.208,34.083,0.32,3.041,8.653,8.489,77.681,1.757,311.452
100,05/01/2016 3:00,0.04974,0.05001,0.10035,0.425,0.00088,15.034,MS,10.801,-8.242,MS,3.462,172.185,0.00057,0.0291,0.04474,0.07496,0.383,-0.00244,9.649,MS,MS,2.695,119.379,10.691,34.907,46.169,0.37,0.656,9.205,7.961,79.216,1.564,316.362
101,05/01/2016 4:00,0.04967,0.05004,0.10029,0.389,0.00088,16.302,MS,9.716,-8.778,MS,1.918,62.626,0.00038,0.02186,0.04298,0.06592,0.31,-0.00242,12.589,MS,MS,2.125,66.621,14.44,36.283,51.357,0.343,0.73,12.278,7.821,79.949,1.095,346.464
102,05/01/2016 5:00,0.01221,0.04442,0.05694,0.248,0.00238,13.431,MS,6.378,-9,MS,2.461,107.496,0.00063,0.03364,0.04165,0.07625,0.332,-0.00225,11.729,MS,MS,2.806,116.707,21.136,36.168,57.882,0.419,-0.673,15.355,7.56,81.886,1.381,312.207
103,05/01/2016 6:00,0.00365,0.03698,0.04092,0.233,0.00634,7.635,MS,5.746,-8.63,MS,2.165,130.193,0.00032,0.02293,0.0401,0.06396,0.309,-0.0018,14.558,MS,MS,2.141,122.081,32.821,37.621,70.956,0.458,-0.581,10.041,7.515,80.05,1.135,3.977
104,05/01/2016 7:00,0.00438,0.03339,0.03801,0.261,0.00964,8.78,MS,6.561,-8.43,MS,2.195,122.239,0.00067,0.04073,0.04194,0.08351,0.326,-0.00229,16.303,MS,MS,0.909,110.095,23.522,40.294,64.305,0.458,-0.485,12.376,7.013,77.335,1.281,106.824
105,05/01/2016 8:00,0.00948,0.03934,0.0491,0.344,0.00579,18.893,MS,7.932,-8.371,MS,3.394,152.048,0.0008,0.05591,0.04313,0.09983,0.363,-0.0023,17.147,MS,MS,2.513,131.365,26.764,44.18,71.348,0.435,-0.472,14.654,7.915,74.033,0.589,174.676
106,05/01/2016 9:00,0.01943,0.04156,0.06135,0.369,0.00314,12.318,MS,11.491,-8.38,MS,3.683,155.154,0.00058,0.03297,0.03928,0.07298,0.345,-0.00142,19.046,MS,MS,2.837,137.898,44.14,47.495,91.946,0.532,-0.16,8.698,12.167,74.052,3.43,146.101
107,05/01/2016 10:00,C,C,C,C,0.0035,14.628,MS,18.622,-7.96,MS,5.874,191.46,0.00047,0.02349,0.03246,0.05681,0.336,0.00211,19.833,MS,MS,3.562,139.499,39.538,43.33,83.186,0.503,3.035,11.088,11.739,70.55,2.915,157.982
108,05/01/2016 11:00,C,C,C,C,0.01002,16.586,MS,19.421,-7.7,MS,6.099,188.216,0.00082,0.03896,0.03343,0.07336,0.343,0.00417,23.759,MS,MS,4.196,131.006,19.202,27.289,46.713,0.268,14.129,18.019,7.914,59.396,6.71,170.902
109,05/01/2016 12:00,C,C,C,C,0.01645,N,MS,14.075,-7.41,MS,5.885,192.882,0.00035,0.02561,0.0277,0.05417,0.27,0.01034,16.745,MS,MS,5.323,134.349,11.942,21.738,33.762,0.286,19.671,16.841,8.418,60.248,3.876,172.223
110,05/01/2016 13:00,C,C,C,-0.005,C,N,MS,C,-7.01,MS,5.913,182.251,0.00075,0.0301,0.03039,0.06128,0.291,0.01064,19.129,MS,MS,5.602,115.803,10.874,20.991,31.898,0.312,21.433,15.448,9.769,59.482,4.166,154.591
111,05/01/2016 14:00,0.03299,0.02998,0.06347,0.017,C,19.638,MS,23.375,-7.041,MS,5.874,147.251,0.00047,0.01233,0.01726,0.03036,0.224,0.0167,20.959,MS,MS,7.45,127.051,9.189,18.253,27.392,0.288,23.754,9.345,9.494,57.46,6.532,148.298
112,05/01/2016 15:00,0.02932,0.03239,0.06217,0.044,C,22.852,MS,29.611,-7.026,MS,5.752,167.339,0.0005,0.00689,0.01405,0.02175,0.204,0.0186,22.281,MS,MS,8.648,144.528,8.301,19.642,27.86,0.273,21.746,6.381,10.97,58.717,6.764,143.295
113,05/01/2016 16:00,0.02759,0.0329,0.06094,0.097,0.00887,35.384,MS,24.102,-7.049,MS,6.741,137.755,0.00032,0.00719,0.01633,0.02425,0.223,0.01625,21.358,MS,MS,8.164,116.618,12.829,26.845,39.632,0.367,13.53,19.295,15.247,60.963,4.191,150.662
114,05/01/2016 17:00,0.01062,0.02838,0.03927,0.038,0.00927,29.432,MS,21.49,-8.178,MS,6.844,132.173,0.00032,0.00734,0.02399,0.03214,0.293,0.01032,26.777,MS,MS,7.551,108.092,11.287,31.278,42.556,0.386,7.216,17.327,17.808,66.553,5.42,138.232
115,05/01/2016 18:00,0.01212,0.0357,0.04817,0.114,0.00336,24.396,MS,21.992,-9.061,MS,5.541,143.513,0.00032,0.01213,0.03305,0.04589,0.325,0.00091,27.947,MS,MS,6.73,121.816,9.585,35.858,45.444,0.419,0.868,21.537,22.726,78.499,7.258,149.118
116,05/01/2016 19:00,0.01905,0.03755,0.05695,0.141,0.00098,28.994,MS,20.857,-10.012,MS,4.694,124.686,0.00038,0.011,0.03048,0.042,0.293,0.00069,22.601,MS,MS,6.264,102.191,10.106,34.213,44.243,0.436,0.596,31.553,26.399,85.18,3.701,145.45
117,05/01/2016 20:00,0.00875,0.02867,0.0377,0.103,0.00375,25.249,MS,19.118,-11.131,MS,5.489,110.694,0.00033,0.01865,0.03116,0.05052,0.257,-0.00126,25.503,MS,MS,5.09,87.636,11.076,34.371,45.343,0.447,0.504,30.455,29.867,87.57,3.112,116.99
118,05/01/2016 21:00,0.0017,0.02134,0.02325,0.099,0.007,28.428,MS,21.668,-11.995,MS,3.936,103.718,0.00033,0.01108,0.02683,0.03849,0.239,-0.00031,24.466,MS,MS,4.334,78.492,10.987,33.82,44.667,0.433,0.137,24.814,21.267,88.411,3.098,92.045
119,05/01/2016 22:00,0.00188,0.02188,0.024,0.105,0.00584,27.25,MS,23.645,-12.465,MS,3.253,133.926,0.00033,0.01096,0.02753,0.03901,0.258,-0.00132,33.629,MS,MS,4.313,79.327,11.869,31.754,43.425,0.437,0.268,23.146,20.203,89.112,2.748,116.19
120,05/01/2016 23:00,0.00204,0.02216,0.02442,0.171,0.00461,26.684,MS,30.395,-13.083,MS,3.242,125.151,0.00013,0.00524,0.02524,0.03102,0.251,-0.00166,40.056,MS,MS,3.222,131.658,19.124,33.407,52.384,0.466,-0.328,23.903,24.164,89.289,1.147,123.435
121,06/01/2016 0:00,0.00845,0.02726,0.03597,0.203,0.00083,25.241,MS,33.602,-13.451,MS,1.931,137.08,0.00017,0.01128,0.02624,0.03823,0.266,-0.00252,36.47,MS,MS,1.44,136.284,35.268,35.737,70.782,0.545,-0.33,27.807,23.518,89.769,3.063,298.354
122,06/01/2016 1:00,0.03713,0.03123,0.06895,0.302,0.00075,28.475,MS,31.67,-13.394,MS,2.58,172.311,0.00027,0.01372,0.02763,0.04192,0.273,-0.00259,27.281,MS,MS,0.666,191.031,23.486,35.474,58.704,0.459,-0.394,24.894,23.262,89.748,4.291,314.485
123,06/01/2016 2:00,0.04285,0.03161,0.07513,0.294,0.00071,36.304,MS,30.999,-13.656,MS,1.5,5.376,Z,Z,Z,Z,Z,Z,30.181,MS,MS,1.89,287.265,18.986,33.755,52.473,0.415,-0.406,28.949,23.927,89.548,4.639,308.469
124,06/01/2016 3:00,0.05789,0.03409,0.09263,0.379,0.00078,36.257,MS,31.047,-13.424,MS,4.905,349.639,0.00067,0.03903,0.03495,0.07443,0.369,-0.00266,27.751,MS,MS,3.105,268.064,7.926,30.694,38.144,0.337,-0.155,25.79,22.439,88.654,6.358,309.897
125,06/01/2016 4:00,0.02108,0.03399,0.05543,0.341,0.00091,32.474,MS,24.015,-13.169,MS,5.639,343.196,0.0008,0.05683,0.03875,0.09593,0.424,-0.0026,28.6,MS,MS,6.334,331.306,9.667,29.714,38.934,0.317,-0.286,26.26,22.276,87.758,4.745,308.466
126,06/01/2016 5:00,0.00918,0.03078,0.04033,0.256,0.00135,30.206,MS,24.91,-12.697,MS,10.272,339.455,0.00067,0.03764,0.03709,0.07539,0.377,-0.0026,30.878,MS,MS,7.021,330.71,14.209,30.879,44.661,0.347,-0.513,24.628,22.675,87.82,4.368,320.492
127,06/01/2016 6:00,0.00852,0.02975,0.03861,0.245,0.00161,29.038,MS,25.437,-11.729,MS,11.315,335.851,0.00067,0.03627,0.03554,0.07243,0.365,-0.0026,28.159,MS,MS,4.099,296.817,10.439,29.278,39.257,0.336,0.728,25.658,24.619,86.887,3.744,315.11
128,06/01/2016 7:00,0.0072,0.02832,0.03579,0.268,0.00257,32.699,MS,27.18,-11.039,MS,10.515,347.033,0.00082,0.05626,0.03764,0.09441,0.424,-0.0026,26.826,MS,MS,1.966,250.523,9.945,29.838,39.343,0.331,0.695,27.896,24.853,86.11,3.319,335.587
129,06/01/2016 8:00,0.01022,0.02865,0.03922,0.299,0.00196,30.64,MS,24.3,-10.779,MS,7.811,339.233,0.00087,0.06082,0.0378,0.09908,0.496,-0.0026,28.387,MS,MS,1.865,242.642,33.048,31.658,64.34,0.465,-0.417,28.535,24.971,86.487,1.015,253.236
130,06/01/2016 9:00,0.03332,0.03199,0.06585,0.426,0.00111,36.2,MS,24.009,-11.001,MS,2.104,356.677,0.00105,0.09385,0.04013,0.13427,0.623,-0.00245,30.768,MS,MS,3.516,130.975,71.481,36.559,107.773,0.807,-0.118,29.015,26.706,87.686,1.039,340.327
131,06/01/2016 10:00,0.03001,0.02977,0.0603,0.398,0.00436,33.465,MS,23.864,-10.044,MS,5.816,7.248,0.00065,0.04437,0.02985,0.07478,0.383,-0.00068,29.767,MS,MS,3.272,142.418,48.699,32.496,80.85,0.661,1.609,28.889,23.768,85.483,2.334,349.167
132,06/01/2016 11:00,0.02248,0.02292,0.04578,0.33,0.00875,43.124,MS,21.174,-10.048,MS,7.562,336.476,0.00075,0.05311,0.03056,0.08436,0.467,0.00112,32.397,MS,MS,2.865,176.589,43.687,28.563,71.867,0.602,3.815,29.804,25.946,81.268,3.518,262.894
133,06/01/2016 12:00,0.02261,0.02014,0.04313,0.294,0.01008,32.305,MS,20.89,-9.427,MS,6.866,357.685,0.001,0.06342,0.03287,0.09668,0.567,0.0028,35.636,MS,MS,3.833,240.634,22.71,21.648,43.865,0.425,8.427,30.278,22.732,75.77,4.602,264.301
134,06/01/2016 13:00,0.01679,0.01746,0.0345,0.267,0.01195,34.185,MS,21.423,-8.928,MS,8.958,346.965,0.00093,0.0453,0.0289,0.07489,0.456,0.0045,27.818,MS,MS,4.74,300.684,10.458,15.526,25.459,0.3,13.013,27.742,17.581,72.84,5.085,327.784
135,06/01/2016 14:00,0.00752,0.01324,0.02097,0.216,0.01578,33.761,MS,21.473,-8.248,MS,11.402,345.876,0.0009,0.02366,0.0232,0.04776,0.341,0.00701,23.578,MS,MS,8.526,325.14,6.769,14.155,20.462,0.298,14.842,22.502,16.751,71.97,4.219,345.532
136,06/01/2016 15:00,0.00737,0.01552,0.02309,0.238,0.01416,29.527,MS,21.978,-7.942,MS,13.524,359.196,0.00105,0.01979,0.02263,0.04328,0.357,0.00724,24.388,MS,MS,3.866,208.969,4.629,13.49,17.687,0.354,15.729,21.723,18.86,73.214,8.174,354.52
137,06/01/2016 16:00,0.00537,0.01536,0.02092,0.232,0.01393,29.016,MS,24.654,-8.519,MS,18.388,7.446,0.00102,0.01158,0.02051,0.03294,0.324,0.00773,24.965,MS,MS,3.5,264.495,3.76,13.316,16.631,0.316,15.94,24.672,18.533,75.304,10.183,355.888
138,06/01/2016 17:00,0.00234,0.0166,0.01914,0.232,0.01291,30.488,MS,26.402,-9.046,MS,15.028,357.014,0.00082,0.00839,0.0217,0.03098,0.321,0.00615,27.929,MS,MS,4.115,229.66,2.694,15.89,18.05,0.346,13.936,23.537,19.36,77.669,7.96,344.007
139,06/01/2016 18:00,0.00081,0.01671,0.01776,0.228,0.01315,25.023,MS,23.972,-9.328,MS,17.057,346.884,0.0007,0.00526,0.02188,0.02796,0.306,0.006,27.232,MS,MS,9.809,311.494,1.644,14.842,16.003,0.324,15.126,23.112,16.259,78.406,10.062,344.785
140,06/01/2016 19:00,0.00058,0.01663,0.01746,0.222,0.01315,30.601,MS,20.667,-9.357,MS,16.193,344.274,0.0009,0.00252,0.02009,0.02348,0.285,0.00726,21.223,MS,MS,13.748,322.836,1.412,14.653,15.574,0.342,15.328,20.087,14.63,78.376,10.769,342.671
141,06/01/2016 20:00,0.00151,0.02373,0.02552,0.246,0.00786,21.667,MS,21.119,-9.251,MS,15.641,347.05,0.0018,0.00317,0.02451,0.02859,0.297,0.00436,20.739,MS,MS,11.781,322.649,1.445,13.69,14.667,0.316,15.841,18.331,15.303,78.321,13.596,342.235
142,06/01/2016 21:00,0.00228,0.02533,0.02789,0.224,0.00572,24.928,MS,20.984,-9.358,MS,16.631,345.736,0.00578,0.00534,0.03146,0.03748,0.28,-0.0008,20.626,MS,MS,14.627,328.475,1.369,14.576,15.452,0.302,14.352,19.879,18.971,77.886,12.786,338.089
143,06/01/2016 22:00,0.00206,0.02101,0.02336,0.231,0.00842,25.187,MS,21.341,-9.274,MS,17.372,349.527,0.00341,0.00262,0.0251,0.02866,0.285,0.00251,21.79,MS,MS,14.219,324.366,1.525,17.912,18.907,0.315,11.36,22.762,19.149,77.223,13.551,351.807
144,06/01/2016 23:00,0.00103,0.02268,0.02397,0.226,0.00717,26.789,MS,20.865,-9.264,MS,17.025,341.287,0.00403,0.00262,0.02524,0.02873,0.278,0.00306,20.797,MS,MS,12.081,321.435,1.498,19.331,20.298,0.323,10.016,22.725,19.099,77.081,10.029,332.681
145,07/01/2016 0:00,0.00124,0.02259,0.02412,0.221,0.00702,23.322,MS,19.165,-9.447,MS,15.308,343.887,0.00473,0.00302,0.02691,0.03081,0.274,0.00148,22.858,MS,MS,12.794,326.551,1.221,17.122,17.834,0.31,11.401,22.954,18.427,78.109,11.256,332.965
146,07/01/2016 1:00,0.00051,0.01567,0.01642,0.21,0.01248,25.861,MS,19.586,-9.34,MS,15.036,338.79,0.00335,0.00179,0.02185,0.02447,0.265,0.0054,21.342,MS,MS,11.983,327.232,0.935,13.337,13.806,0.287,15.768,20.632,16.228,78.356,10.525,331.647
147,07/01/2016 2:00,0.00037,0.0129,0.01348,0.201,0.01525,19.866,MS,19.476,-9.162,MS,15.33,338.107,Z,Z,Z,Z,Z,Z,19.174,MS,MS,13.798,326.57,0.888,11.596,11.945,0.273,17.127,19.401,16.756,80.075,10.961,337.324
148,07/01/2016 3:00,0.00082,0.01318,0.01421,0.187,0.01491,23.906,MS,18.424,-9.161,MS,16.305,344.308,0.00187,0.001,0.01534,0.01698,0.245,0.01119,19.53,MS,MS,14.535,327.2,0.827,10.354,10.709,0.261,17.811,19.536,15.077,81.741,10.962,337.373
149,07/01/2016 4:00,0.00022,0.00995,0.01028,0.182,0.01752,18.238,MS,19.394,-9.385,MS,17.816,343.12,0.00165,0.0009,0.01458,0.01618,0.239,0.01204,18.729,MS,MS,15.026,330.021,0.785,9.686,9.991,0.259,18.586,17.453,15.132,82.942,11.877,327.813
150,07/01/2016 5:00,0.00067,0.01082,0.01163,0.197,0.01615,18.984,MS,18.659,-9.443,MS,16.629,337.252,0.0013,0.0012,0.01521,0.01721,0.247,0.011,19.103,MS,MS,12.319,323.436,0.889,8.831,9.249,0.225,17.936,16.012,13.386,84.404,11.787,328.241
151,07/01/2016 6:00,0.00021,0.0089,0.00927,0.18,0.01718,20.088,MS,14.777,-9.344,MS,16.42,341.865,0.00105,0.00215,0.01593,0.01887,0.238,0.01024,14.777,MS,MS,12.425,323.529,0.991,8.821,9.348,0.225,17.514,16.179,11.329,84.561,11.49,325.744
152,07/01/2016 7:00,0.00056,0.01296,0.01374,0.191,0.01352,18.552,MS,13.692,-9.338,MS,16.183,346.027,0.001,0.00385,0.01906,0.02399,0.251,0.00744,14.51,MS,MS,13.565,327.154,0.992,8.856,9.421,0.226,17.391,14.448,9.9,84.275,12.415,330.175
153,07/01/2016 8:00,0.00203,0.01721,0.01949,0.218,0.00933,16.905,MS,13.937,-9.449,MS,15.631,343.867,0.00108,0.00516,0.02236,0.02833,0.277,0.00446,14.778,MS,MS,15.141,329.27,1.33,10.483,11.451,0.282,15.569,12.914,9.647,84.828,12.083,335.9
154,07/01/2016 9:00,0.00148,0.01472,0.01642,0.22,0.0117,13.847,MS,13.872,-9.483,MS,15.381,341.653,0.0012,0.00876,0.02362,0.03311,0.301,0.00426,14.506,MS,MS,14.88,328.755,2.019,11.948,13.657,0.338,14.14,13.248,9.85,84.661,10.237,334.615
155,07/01/2016 10:00,0.0036,0.01266,0.01639,0.208,0.01363,16.696,MS,13.621,-9.448,MS,16.955,344.147,0.00103,0.00946,0.01952,0.0298,0.289,0.00784,14.34,MS,MS,15.932,330.067,2.291,9.926,11.905,0.342,15.882,12.597,9.997,83.92,10.103,334.011
156,07/01/2016 11:00,0.00607,0.0123,0.01854,0.197,0.01472,15.121,MS,13.47,-9.362,MS,17.221,346.109,0.0011,0.01026,0.01719,0.02824,0.263,0.01077,14.553,MS,MS,16.567,327.51,3.269,9.171,12.196,0.347,17.579,12.102,10.463,81.987,9.843,333.544
157,07/01/2016 12:00,0.00661,0.00988,0.01662,0.176,0.01836,17.82,MS,11.089,-9.168,MS,19.1,346.803,0.00118,0.0123,0.01659,0.02973,0.264,0.01339,13.615,MS,MS,16.448,326.676,3.718,8.373,11.881,0.368,19.219,11.751,9.37,80.985,10.708,339.436
158,07/01/2016 13:00,0.00715,0.01068,0.01798,0.177,0.01768,17.286,MS,9.573,-9.325,MS,16.957,350.406,0.0013,0.01306,0.01722,0.03107,0.253,0.01408,12.492,MS,MS,12.779,306.545,4.12,8.385,12.323,C,19.274,11.268,7.548,80.609,10.49,344.099
159,07/01/2016 14:00,0.00624,0.00916,0.01556,0.181,0.01941,12.065,MS,10.507,-9.416,MS,14.19,0.88,0.00127,0.01562,0.01964,0.03605,0.278,0.01305,12.183,MS,MS,6.461,312.615,4.698,8.207,12.765,C,20.344,9.171,7.386,78.099,9.249,354.44
160,07/01/2016 15:00,0.00495,0.00959,0.01468,0.193,0.01999,11.845,MS,10.482,-9.398,MS,13.004,1.921,0.0012,0.01467,0.02135,0.03682,0.301,0.01267,12.219,MS,MS,2,93.979,4.655,10.263,14.855,C,17.978,10.316,7.684,80.221,6.764,10.062
161,07/01/2016 16:00,0.00832,0.01728,0.02582,0.238,0.01326,17.831,MS,11.009,-9.7,MS,9.868,2.847,0.00132,0.0162,0.02368,0.0406,0.348,0.00879,11.724,MS,MS,6.182,51.765,4.248,10.935,15.133,C,17.184,11.07,8.293,82.063,5.341,21.415
162,07/01/2016 17:00,0.0038,0.01818,0.02219,0.209,0.01346,14.652,MS,10.307,-10.154,MS,9.531,11.031,0.00095,0.01135,0.02579,0.03786,0.405,0.00671,10.288,MS,MS,6.721,38.832,2.448,12.061,14.411,0.062,16.387,11.761,8.826,82.173,3.845,19.289
163,07/01/2016 18:00,0.00205,0.0221,0.02439,0.225,0.0101,15.841,MS,11.21,-10.19,MS,7.306,11.297,0.00073,0.00539,0.02482,0.03086,0.263,0.00924,8.788,MS,MS,4.32,72.037,1.69,13.884,15.528,0.107,14.962,10.929,9.598,83.896,3.713,38.719
164,07/01/2016 19:00,0.00146,0.02099,0.0227,0.222,0.01055,12.063,MS,12.686,-10.23,MS,5.676,19.188,0.00077,0.00594,0.02942,0.03594,0.262,0.00398,11.144,MS,MS,5.004,39.097,1.664,14.752,16.377,0.123,13.01,13.93,11.535,84.872,2.654,34.346
165,07/01/2016 20:00,0.00037,0.01861,0.01924,0.2,0.01243,14.448,MS,13.149,-10.398,MS,4.012,52.811,0.00072,0.00322,0.02188,0.0257,0.243,0.00862,12.652,MS,MS,5.506,39.829,1.638,17.765,19.339,0.124,10.75,13.096,12.107,86.037,2.335,52.068
166,07/01/2016 21:00,0.00029,0.01756,0.01804,0.197,0.01271,15.975,MS,13.784,-10.532,MS,2.151,102.957,0.00057,0.00487,0.02412,0.02964,0.247,0.00443,13.919,MS,MS,3.684,52.106,1.36,21.88,23.215,0.176,8.045,14.344,13.751,86.18,1.217,75.014
167,07/01/2016 22:00,0.00387,0.02582,0.02992,0.272,0.00377,18.706,MS,14.821,-11.371,MS,4.325,106.07,0.00083,0.01809,0.03098,0.04971,0.283,-0.0006,14.781,MS,MS,3.306,82.235,3.114,27.536,30.721,0.274,3.357,15.287,14.943,88.478,1.074,125.479
168,07/01/2016 23:00,0.00701,0.02945,0.03675,0.288,0.00171,16.731,MS,15.187,-12.785,MS,2.603,122.496,0.00058,0.0348,0.0324,0.06778,0.384,-0.00189,17.59,MS,MS,2.685,101.455,16.908,32.126,49.3,0.43,-0.129,16.63,16.792,89.568,1.567,160.485
169,08/01/2016 0:00,0.00914,0.03231,0.04178,0.291,0.00153,19.473,MS,12.97,-13.975,MS,2.031,134.413,0.00057,0.02601,0.03105,0.05766,0.345,-0.00185,18.333,MS,MS,1.276,148.991,23.248,33.135,56.727,0.438,-0.252,19.061,16.998,89.83,2.746,157.316
170,08/01/2016 1:00,0.01068,0.03387,0.04491,0.446,0.00221,14.813,MS,14.558,-13.651,MS,3.257,113.014,0.00037,0.03043,0.03012,0.06108,0.34,-0.00182,13.209,MS,MS,1.918,96.829,14.141,29.378,43.778,0.361,0.313,18.614,15.964,89.787,2.789,170.694
171,08/01/2016 2:00,0.00979,0.03349,0.04364,0.355,0.00133,13.702,MS,22.024,-14.267,MS,3.544,129.257,Z,Z,Z,Z,Z,Z,19.799,MS,MS,1.815,109.21,9.675,27.634,37.524,0.326,0.842,15.617,15.244,89.271,1.996,190.443
172,08/01/2016 3:00,0.01312,0.03235,0.04591,0.278,0.00092,15.755,MS,26.54,-15.61,MS,3.343,123.192,0.00048,0.03447,0.02852,0.06352,0.363,-0.00179,22.869,MS,MS,3.11,78.519,32.918,31.982,65.318,0.455,-0.225,18.108,17.647,88.487,2.563,311.224
173,08/01/2016 4:00,0.02317,0.03332,0.05688,0.32,0.00088,21.277,MS,18.314,-16.493,MS,2.868,155.11,0.00045,0.02915,0.029,0.05876,0.305,-0.00178,23.948,MS,MS,7.076,98.09,10.201,28.412,38.902,0.353,-0.282,16.94,17.592,88.34,4.823,301.597
174,08/01/2016 5:00,0.01589,0.03225,0.0485,0.242,0.00135,24.651,MS,18.182,-17.633,MS,2.966,145.515,0.0003,0.0182,0.0276,0.04633,0.279,-0.0017,21.761,MS,MS,0.964,136.078,7.538,26.221,33.959,0.284,-0.01,16.315,14.027,86.645,5.203,301.566
175,08/01/2016 6:00,0.03128,0.03465,0.06641,0.274,0.00108,22.676,MS,24.339,-17.821,MS,2.344,146.648,0.0004,0.0426,0.03281,0.07595,0.344,-0.00176,26.584,MS,MS,1.89,208.549,3.878,23.135,27.162,0.283,1.33,14.487,16.878,86.716,5.764,302.452
176,08/01/2016 7:00,0.06784,0.03994,0.10851,0.45,0.0021,28.174,MS,31.449,-17.369,MS,2.073,138.754,0.00042,0.03774,0.03394,0.07225,0.384,-0.00175,20.587,MS,MS,3.668,145.805,8.422,23.735,32.315,0.282,0.809,15.208,17.668,85.975,5.439,306.573
177,08/01/2016 8:00,0.07711,0.0405,0.11835,0.496,0.00145,39.906,MS,26.54,-17.583,MS,2.181,202.564,0.00042,0.04288,0.03373,0.07722,0.436,-0.00175,13.91,MS,MS,3.2,217.675,11.499,23.998,35.658,0.316,-0.235,16.839,15.939,85.183,6.116,306.756
178,08/01/2016 9:00,0.08801,0.04225,0.13104,0.557,0.00158,35.031,MS,23.241,-18.499,MS,2.17,164.32,0.00077,0.06305,0.03561,0.09902,0.575,-0.00142,14.34,MS,MS,3.857,292.174,12.231,22.304,34.676,0.332,0.507,17.299,16.238,84.425,6.622,306.031
179,08/01/2016 10:00,0.11383,0.04266,0.15716,0.773,0.00318,28.629,MS,18.423,-17.798,MS,0.294,121.589,0.00105,0.06564,0.03122,0.09715,0.602,0.00052,11.333,MS,MS,4.489,283.392,C,C,C,0.331,5.113,17.423,11.229,84.19,7.878,308.868
180,08/01/2016 11:00,0.14131,0.04511,0.18702,0.802,0.00501,32.699,MS,22.402,-13.536,MS,1.063,185.634,0.00098,0.06771,0.02878,0.09688,0.612,0.00319,10.761,MS,MS,2.887,253.418,C,C,C,0.35,8.512,14.79,9.728,84.269,7.73,299.29
181,08/01/2016 12:00,0.10856,0.0383,0.14761,0.66,0.00685,44.579,MS,17.365,-12.161,MS,1.171,83.184,0.00088,0.04767,0.02364,0.07202,0.521,0.00683,9.151,MS,MS,2.223,241.248,C,C,C,0.339,10.946,12.047,6.52,84.404,7.026,291.973
