6546,30/09/2019 17:00,0.0027,0.00495,0.00765,0.161,0.03073,MS,MS,4.248,-0.99,N,6.439,124.658,0.00005,0.00133,-0.00066,0.00067,0.129,0.03233,2.747,0.406,85.731,8.487,127.592,2.676,7.512,10.191,0.17,28.332,MS,15.851,72.749,6.328,107.767
6547,30/09/2019 18:00,0.00128,0.00687,0.00815,0.148,0.02753,MS,MS,3.491,-1.304,N,6.882,128.101,-0.00009,0.00041,-0.0013,-0.00088,0.127,0.03089,2.751,-0.594,94.338,8.523,139.711,1.439,10.174,11.621,0.178,26.484,MS,12.368,77.081,9.091,135.227
6548,30/09/2019 19:00,0.00065,0.01056,0.01122,0.167,0.02393,MS,MS,3.966,-1.671,N,6.535,145.624,-0.00005,0.00036,0.00322,0.00358,0.149,0.02424,3.385,-1.941,100.095,6.805,130.848,0.47,10.064,10.547,0.182,25.633,MS,7.711,79.864,8.38,142.567
6549,30/09/2019 20:00,0.00031,0.0165,0.01681,0.174,0.01815,MS,MS,4.696,-2.113,N,6.213,169.933,-0.00009,0.0001,0.00329,0.00339,0.147,0.02484,5.345,-2.766,100.055,8.356,159.236,0.341,10.336,10.692,0.182,24.622,MS,2.923,82.466,7.361,149.723
6550,30/09/2019 21:00,0.00041,0.01803,0.01844,0.203,0.01647,MS,MS,5.522,-2.668,N,7.194,177.285,-0.00008,0.0001,0.00507,0.00518,0.161,0.02481,8.529,-3.172,100.038,6.573,165.932,0.23,10.559,10.798,0.174,26.597,MS,4.326,83.94,7.267,144.983
6551,30/09/2019 22:00,0.00028,0.02255,0.02283,0.193,0.01586,MS,MS,8.427,-3.263,N,6.172,181.285,-0.00012,0.00011,0.00745,0.00756,0.165,0.0262,13.393,-3.514,100.026,6.295,169.167,0.164,11.695,11.869,0.173,26.585,MS,4.428,84.339,5.96,141.586
6552,30/09/2019 23:00,0.00005,0.01153,0.01158,0.166,0.02602,MS,MS,9.008,-3.842,N,6.723,198.379,-0.00021,0.00014,0.00628,0.00642,0.164,0.02523,12.335,-4.425,100.004,5.169,155.153,0.035,12.072,12.125,0.173,26.167,MS,4.176,85.558,4.381,127.994
6553,01/10/2019 0:00,0.00123,0.02289,0.02412,0.169,0.01488,MS,MS,9.855,-3.994,N,6.135,200.069,-0.00015,0.00013,0.00441,0.00455,0.139,0.02495,9.146,-4.914,100,4.721,128.934,0.025,10.942,10.979,0.157,26.82,MS,3.315,85.576,1.773,129.432
6554,01/10/2019 1:00,0.0005,0.02081,0.02131,0.173,0.01797,MS,MS,7.768,-4.102,N,6.175,196.526,-0.00021,0.00025,0.00589,0.00615,0.127,0.02342,7.171,-5.93,100,4.12,116.085,0.14,19.126,19.275,0.189,14.795,MS,5.837,88.737,0.576,288.684
6555,01/10/2019 2:00,0.00087,0.0247,0.02557,0.18,0.01095,MS,MS,7.818,-5.004,N,N,N,Z,Z,Z,Z,Z,Z,3.076,-6.583,100,3.288,138.944,0.984,26.086,27.086,0.234,7.642,MS,7.616,90.898,1.891,271.811
6556,01/10/2019 3:00,0.01898,0.03777,0.05675,0.238,0.00079,MS,MS,9.283,-5.745,N,N,N,-0.00012,0.00062,0.01336,0.01399,0.152,0.01262,1.428,-6.688,100,2.924,146.96,Z,Z,Z,0.178,10.941,MS,6.568,91.983,2.728,291.207
6557,01/10/2019 4:00,Z,Z,Z,Z,Z,MS,MS,10.978,-6.072,N,N,N,-0.00002,0.00281,0.01509,0.0179,0.152,0.01057,1.396,-6.948,100,2.528,196.294,0.125,13.047,13.189,Z,Z,MS,3.743,92.512,2.615,290.283
6558,01/10/2019 5:00,0.03009,0.03753,0.06762,0.286,0.00045,MS,MS,7.637,-6.591,N,N,N,0.00018,0.01601,0.0234,0.03944,0.179,0.00401,2.295,-7.314,100,4.2,231.384,0.195,11.897,12.108,0.145,17.34,MS,4.121,92.435,3.729,290.759
6559,01/10/2019 6:00,0.03026,0.03672,0.06698,0.315,0.00046,MS,MS,5.609,-6.92,N,N,N,-0.00002,0.00564,0.01812,0.02375,0.203,0.00468,2.517,-7.446,100.001,3.923,248.826,0.344,12.619,12.978,0.133,13.99,MS,4.488,91.949,3.819,308.011
6560,01/10/2019 7:00,0.05005,0.03314,0.08319,0.337,0.00075,MS,MS,5.758,-6.965,N,N,N,0.00001,0.02146,0.02025,0.04169,0.304,0.00167,3.392,-7.121,100.036,2.086,186.426,1.38,14.768,16.162,0.153,10.692,MS,2.496,91.743,3.92,295.196
6561,01/10/2019 8:00,0.06512,0.03036,0.09548,0.464,0.00328,MS,MS,6.205,-5.256,MS,5.065,199.692,0.00017,0.03021,0.01432,0.04458,0.332,0.00615,4.607,-6.783,100.093,4.344,245.098,9.003,14.155,23.172,0.179,11.137,MS,2.116,92.097,2.728,300.568
6562,01/10/2019 9:00,0.0791,0.03159,0.1107,0.58,0.00725,MS,MS,9.386,-3.883,MS,3.014,184.347,0.00023,0.02696,0.00913,0.0361,0.326,0.01149,5.962,-5.001,100.1,2.6,253.025,11.345,9.699,21.058,0.171,16.037,MS,2.749,91.696,3.556,291.807
6563,01/10/2019 10:00,0.06906,0.02868,0.09774,0.481,0.01039,MS,MS,9.795,-1.869,MS,2.736,188.59,0.00021,0.02258,0.00717,0.02975,0.292,0.01482,4.86,-2.099,87.551,4.838,149.839,11.683,8.177,19.872,0.18,19.755,MS,5.945,75.754,3.375,281.382
6564,01/10/2019 11:00,0.04101,0.02022,0.06123,0.369,0.0151,MS,MS,8.991,0.283,MS,2.028,170.775,0.00026,0.0254,0.00837,0.03379,0.286,0.01724,5.508,0.158,76.37,4.137,153.381,9.231,6.412,15.655,0.158,23.611,MS,7.41,63.822,4.208,259.854
6565,01/10/2019 12:00,0.029,0.01807,0.04707,0.35,0.02075,MS,MS,8.427,1.961,MS,2.584,177.368,0.00005,0.01685,0.00466,0.0215,0.25,0.02123,4.719,2.32,70.009,4.852,145.357,15.962,10.967,26.941,0.217,25.236,MS,12.481,52.683,2.393,228.195
6566,01/10/2019 13:00,0.02087,0.0192,0.0401,0.289,0.02877,MS,MS,12.843,3.079,MS,4.57,175.754,0.00005,0.01199,0.00167,0.01367,0.209,0.02388,5.776,2.471,71.882,5.74,133.729,17.309,12.064,29.384,0.246,27.229,MS,16.301,48.909,2.015,165.936
6567,01/10/2019 14:00,0.02426,0.02104,0.04531,0.308,0.02603,MS,MS,15.332,3.687,MS,5.898,147.896,-0.00002,0.00781,-0.00099,0.00682,0.167,0.02753,5.344,2.576,71.526,8.97,124.552,9.389,9.349,18.748,0.225,31.907,MS,14.215,48.357,5.664,141.217
6568,01/10/2019 15:00,0.01485,0.01474,0.02958,0.272,0.02605,MS,MS,10.22,3.457,MS,6.941,135.756,-0.00003,0.00519,-0.00266,0.00253,0.155,0.03011,5.836,3.073,70.968,9.475,124.659,10.004,11.444,21.457,0.255,31.25,MS,19.928,50.551,6.768,144.108
6569,01/10/2019 16:00,0.00967,0.0129,0.02257,0.277,0.02836,MS,MS,9.451,3.351,MS,7.602,139.333,-0.00005,0.00268,-0.00351,-0.00083,0.157,0.03473,6.607,3.88,68.333,9.511,136.765,8.616,11.587,20.211,0.251,30.328,MS,17.646,52.099,7.971,139.809
6570,01/10/2019 17:00,0.00675,0.014,0.02074,0.239,0.02873,MS,MS,14.997,3.256,MS,6.949,136.642,0.00004,0.00149,-0.00344,-0.00195,0.149,0.03327,7.684,3.596,68.554,11.305,151.691,6.762,13.884,20.653,0.277,28.239,MS,24.162,56.112,8.452,135.658
6571,01/10/2019 18:00,0.00325,0.01425,0.01749,0.239,0.02641,MS,MS,16.25,2.292,MS,7.752,133.739,-0.00015,-0.00033,-0.00573,-0.00606,0.134,0.03438,4.183,2.397,70.774,9.631,152.482,3.478,17.357,20.842,0.268,25.647,MS,21.807,59.301,8.939,141.154
6572,01/10/2019 19:00,0.00134,0.01708,0.01843,0.235,0.02336,MS,MS,6.987,0.893,MS,4.941,140.615,-0.00014,-0.00058,-0.00152,-0.0021,0.151,0.02832,6.797,0.341,86.722,7.763,145.088,0.815,22.498,23.32,0.27,19.837,MS,14.336,64.883,6.368,134.796
6573,01/10/2019 20:00,0.00185,0.02569,0.02752,0.244,0.01437,MS,MS,8.923,-0.344,MS,3.387,129.266,-0.00016,-0.00078,-0.00092,-0.00169,0.143,0.02568,8.648,-1.511,98.908,6.149,123.103,0.32,21.485,21.811,0.252,18.524,MS,9.63,67.851,3.965,135.485
6574,01/10/2019 21:00,0.00151,0.03182,0.03333,0.27,0.00665,MS,MS,10.024,-1.413,MS,3.531,122.364,-0.00022,-0.00094,-0.00162,-0.00256,0.136,0.024,9.863,-2.696,100.088,4.938,123.985,0.269,25.399,25.673,0.308,12.153,MS,5.434,75.578,1.33,146.216
6575,01/10/2019 22:00,0.00234,0.03217,0.03451,0.264,0.00555,MS,MS,11.189,-2.005,MS,3.864,128.595,-0.00013,-0.00078,0.00255,0.00178,0.141,0.02062,11.592,-2.721,100.086,3.251,113.907,13.37,33.889,47.263,0.48,2.381,MS,4.307,83.518,1.122,322.935
6576,01/10/2019 23:00,0.01277,0.03702,0.04979,0.288,0.00166,MS,MS,11.804,-1.784,MS,2.665,162.293,-0.00009,0.00019,0.00766,0.00785,0.151,0.01465,13.128,-2.648,100.096,2.491,136.905,12.325,33.837,46.166,0.472,1.966,MS,6.736,87.299,2.817,295.23
6577,02/10/2019 0:00,0.01859,0.03737,0.05596,0.327,0.00073,MS,MS,12.207,-2.278,MS,3.328,164.936,-0.00018,-0.00103,0.00162,0.00059,0.134,0.01626,13.783,-2.972,100.055,2.392,139.803,8.177,32.441,40.621,0.399,2.226,MS,2.714,89.048,3.184,296.748
6578,02/10/2019 1:00,0.03132,0.03647,0.06779,0.351,0.00076,MS,MS,14.721,-2.158,MS,2.193,149.143,-0.00015,0.00039,0.01043,0.01082,0.191,0.00779,11.329,-2.723,100.036,1.512,155.801,1.09,19.26,20.351,0.274,14.065,MS,5.792,85.989,4.408,294.424
6579,02/10/2019 2:00,0.03848,0.03545,0.07392,0.371,0.00075,MS,MS,11.113,-2.798,MS,1.427,138.794,Z,Z,Z,Z,Z,Z,5.58,-2.789,100.012,2.791,214.695,0.469,12.623,13.094,0.175,15.28,MS,9.073,87.325,5.563,300.854
6580,02/10/2019 3:00,0.04926,0.03391,0.08317,0.408,0.00083,MS,MS,10.737,-3.087,MS,2.169,190.16,-0.00002,0.00741,0.0089,0.01631,0.154,0.00727,2.156,-3.076,100,5.554,233.146,Z,Z,Z,0.15,15.175,MS,6.453,88.184,6.087,303.123
6581,02/10/2019 4:00,Z,Z,Z,Z,Z,MS,MS,9.372,-2.534,MS,2.381,165.488,0.00008,0.01529,0.01239,0.02767,0.154,0.00351,1.822,-3.072,100,4.681,230.948,0.194,9.66,9.854,Z,Z,MS,2.637,87.618,6.394,302.243
6582,02/10/2019 5:00,0.04135,0.0257,0.06706,0.309,0.00069,MS,MS,5.983,-2.847,MS,3.55,181.374,0,0.00929,0.00758,0.01687,0.158,0.00564,1.551,-2.754,100.036,6.279,241.709,0.456,12.267,12.724,0.137,10.038,MS,2.511,85.521,7.25,296.037
6583,02/10/2019 6:00,0.0736,0.03343,0.10703,0.438,0.00087,MS,MS,5.694,-2.74,MS,2.772,193.652,0.00011,0.0046,0.00887,0.01347,0.188,0.00559,1.796,-2.736,100.092,5.785,248.08,0.485,10.277,10.763,0.135,13.054,MS,1.394,82.508,6.252,307.261
6584,02/10/2019 7:00,0.11281,0.04449,0.1573,0.402,0.00127,MS,MS,6.981,-2.532,MS,2.283,220.116,0.00005,0.01248,0.01464,0.02712,0.267,0.00342,2.262,-2.329,100.1,5.559,253.16,1.337,14.24,15.582,0.181,10.049,MS,1.42,79.902,5.585,304.588
6585,02/10/2019 8:00,0.09746,0.07053,0.168,0.555,0.00217,MS,MS,10.965,-1.248,MS,2.317,206.515,0.00013,0.01622,0.01218,0.0284,0.318,0.00666,2.587,-1.931,100.1,6.299,245.062,5.332,13.804,19.144,0.201,10.366,MS,1.896,77.507,5.537,308.17
6586,02/10/2019 9:00,0.07624,0.03066,0.1069,0.663,0.00431,MS,MS,14.485,0.691,MS,1.552,185.869,0.00023,0.01618,0.00844,0.02462,0.268,0.01135,2.709,-0.783,98.41,5.693,248.465,9.754,11.746,21.506,0.17,14.125,MS,2.052,71.45,5.854,299.658
6587,02/10/2019 10:00,0.06682,0.02966,0.09648,0.802,0.00746,MS,MS,15.057,3.894,MS,1.385,205.826,0.00038,C,C,C,0.279,0.01489,2.888,1.296,83.378,4.808,250.444,10.972,8.373,19.346,0.156,18.393,MS,3.959,60.689,7.609,287.038
6588,02/10/2019 11:00,0.04577,0.02612,0.07189,0.643,0.01175,MS,MS,13.75,5.653,MS,2.542,190.153,0.00074,C,C,C,0.28,0.01693,3.063,4.539,67.987,2.999,224.677,7.309,6.241,13.554,0.148,23.38,MS,3.614,51.346,7.09,291.638
6589,02/10/2019 12:00,0.02132,0.01689,0.03821,0.272,0.02248,MS,MS,7.888,7.61,MS,2.949,192.129,0.00081,C,C,C,0.2,0.0261,1.57,8.638,47.078,4.719,152.468,3.878,3.94,7.818,0.136,30.499,MS,2.436,42.297,7.557,303.934
6590,02/10/2019 13:00,0.01505,0.017,0.03205,0.254,0.02821,MS,MS,9.112,8.202,MS,4.556,143.687,0.00067,C,C,C,0.185,0.0293,1.899,8.815,47.496,6.392,138.072,2.713,3.429,6.138,0.122,34.74,MS,2.435,35.48,5.281,294.783
6591,02/10/2019 14:00,0.01416,0.01653,0.03069,0.228,0.02726,MS,MS,9.852,8.725,MS,5.926,128.561,0.00105,C,C,C,0.143,C,1.324,8.776,48.739,8.032,125.913,2.416,3.255,5.641,0.125,34.953,MS,2.646,34.398,0.901,188.701
6592,02/10/2019 15:00,0.00776,0.01167,0.01943,0.198,0.03028,MS,MS,5.811,8.606,MS,8.149,132.519,0.00121,0.00097,-0.00189,-0.00092,0.13,C,1.419,8.464,50.444,10.178,132.621,6.503,10.066,16.567,0.212,31.718,MS,10.467,36.283,5.602,148.961
6593,02/10/2019 16:00,0.00635,0.01032,0.01667,0.228,0.03103,MS,MS,8.475,7.679,MS,9.495,133.247,0.00063,0.00157,-0.00036,0.00121,0.146,C,2.943,7.405,61.608,11.548,127.303,5.584,10.495,16.076,0.214,32.825,MS,11.721,39.457,9.881,136.956
6594,02/10/2019 17:00,0.00502,0.01217,0.01719,0.222,0.03155,MS,MS,12.996,6.623,MS,8.086,132.183,0.00034,0.00073,-0.00006,0.00066,0.151,C,4.894,6.42,67.344,10.767,130.789,3.752,11.675,15.424,0.214,32.166,MS,16.77,46.598,9.185,131.87
6595,02/10/2019 18:00,0.00136,0.01287,0.01423,0.201,0.02844,MS,MS,8.624,4.859,MS,6.842,120.352,0.00012,0.00017,0.00191,0.00208,0.155,0.03241,7.069,4.85,75.322,9.186,132.074,1.679,13.626,15.302,0.221,30.646,MS,23.817,52.41,9.209,134.514
6596,02/10/2019 19:00,0.00065,0.02431,0.02496,0.258,0.01446,MS,MS,9.07,3.187,MS,4.69,110.653,0.00019,-0.00032,0.00571,0.00539,0.17,0.03008,9.347,3.169,76.695,6.216,140.818,0.434,17.071,17.501,0.237,26.247,MS,24.13,59.571,7.267,131.869
6597,02/10/2019 20:00,0.00046,0.02477,0.02524,0.24,0.01164,MS,MS,12.708,1.647,MS,5.329,112.903,0.00023,-0.00025,0.00744,0.00719,0.154,0.02421,11.541,1.237,92.281,4.813,119.912,0.466,22.22,22.682,0.283,20.895,MS,19.393,59.881,5.698,130.368
6598,02/10/2019 21:00,0.00034,0.02205,0.02239,0.209,0.01281,MS,MS,9.338,0.507,MS,4.043,118.26,0.00016,-0.00023,0.00456,0.00433,0.133,0.02474,14.356,-0.083,99.371,4.232,115.916,0.223,25.225,25.443,0.298,17.754,MS,9.778,61.528,3.379,144.487
6599,02/10/2019 22:00,0.00062,0.02557,0.02619,0.225,0.00774,MS,MS,11.154,-0.22,MS,1.664,113.802,0.00032,0.00001,0.01267,0.01268,0.145,0.01863,18.551,-0.552,100.099,3.702,119.974,8.5,32.604,41.1,0.497,5.905,MS,2.9,71.802,0.714,70.863
6600,02/10/2019 23:00,0.0012,0.02718,0.02837,0.234,0.00589,MS,MS,12.474,-0.683,MS,2.964,118.549,0.00021,0.00001,0.01291,0.01292,0.147,0.01744,18.89,-1.249,100.066,3.784,116.646,10.145,35.171,45.31,0.468,2.302,MS,3.315,81.515,1.376,290.209
6601,03/10/2019 0:00,0.00113,0.02821,0.02935,0.215,0.00418,MS,MS,12.775,-1.412,MS,3.076,140.137,0.00012,-0.00008,0.01011,0.01003,0.135,0.01851,17.882,-1.871,100.01,3.106,124.854,18.288,32.696,50.979,0.524,1.878,MS,3.028,85.622,2.163,282.195
6602,03/10/2019 1:00,0.00681,0.03138,0.03819,0.228,0.00186,MS,MS,14.103,-1.886,MS,1.288,69.98,0.00019,0.00153,0.01472,0.01624,0.167,0.01285,17.749,-1.428,100.015,1.089,247.799,23.469,29.907,53.371,0.428,1.921,MS,3.15,87.555,2.848,293.516
6603,03/10/2019 2:00,0.01602,0.03324,0.04925,0.266,0.00069,MS,MS,15.577,-2.242,MS,0.921,191.768,Z,Z,Z,Z,Z,Z,11.7,-1.185,100.049,4.679,255.249,13.543,27.972,41.508,0.396,3.899,MS,2.519,85.228,4.415,296.814
6604,03/10/2019 3:00,0.03972,0.0324,0.07212,0.298,0.00078,MS,MS,16.854,-1.808,MS,2.218,112.244,0.00016,0.00576,0.0233,0.02906,0.221,0.00393,7.685,-1.551,100.026,2.813,177.041,Z,Z,Z,0.171,15.736,MS,2.086,80.28,6.097,303.626
6605,03/10/2019 4:00,Z,Z,Z,Z,Z,MS,MS,14.925,-2.284,MS,1.856,152.637,0.00023,0.00309,0.01644,0.01953,0.152,0.00763,4.056,-1.556,100.013,4.391,237.936,0.085,12.419,12.497,Z,Z,MS,1.406,78.993,4.653,306.04
6606,03/10/2019 5:00,0.06367,0.03153,0.09519,0.352,0.00078,MS,MS,10.176,-2.221,MS,1.844,155.686,0.00028,0.00586,0.0193,0.02516,0.177,0.00573,3.873,-1.378,100.059,3.945,255.676,0.578,14.413,14.985,0.152,12.368,MS,0.967,80.482,4.325,302.697
6607,03/10/2019 6:00,0.15336,0.03135,0.1847,0.581,0.00092,MS,MS,10.937,-2.075,MS,3.282,164.121,0.00033,0.01593,0.022,0.03792,0.227,0.00232,4.161,-1.326,100.067,2.827,254.341,3.249,19.402,22.645,0.181,5.712,MS,0.949,83.173,2.17,304.009
6608,03/10/2019 7:00,0.08652,0.03081,0.11733,0.492,0.00099,MS,MS,8.463,-2.197,MS,2.095,182.94,0.0005,0.03881,0.02293,0.06174,0.366,0.00157,4.88,-1.544,100.041,3.029,227.354,42.297,27.57,69.86,0.479,1.872,MS,1.578,86.35,2.03,233.737
6609,03/10/2019 8:00,0.09701,0.02789,0.12489,0.586,0.00199,MS,MS,9.989,-0.772,MS,2.564,174.865,0.00066,0.04974,0.02101,0.07075,0.36,0.00346,5.495,-0.701,100.085,3.003,244.75,55.27,22.444,77.708,0.447,3.215,MS,2.616,86.683,3.171,282.848
6610,03/10/2019 9:00,0.07338,0.02577,0.09915,0.607,0.00513,MS,MS,11.804,2.051,MS,2.114,196.421,C,0.04418,0.01968,0.06386,C,0.00681,6.271,1.343,97.419,2.638,284.126,48.257,18.894,67.145,0.309,6.372,MS,5.17,74.417,4.176,262.94
6611,03/10/2019 10:00,0.01911,0.01621,0.03532,0.268,0.01486,MS,MS,8.853,5.807,MS,0.479,227.938,C,0.02062,0.01998,0.0406,C,0.01731,5.576,5.246,72.237,0.179,119.694,15.89,11.545,27.429,0.188,14.443,MS,5.403,62.007,4.452,273.847
6612,03/10/2019 11:00,0.01736,0.01848,0.03583,0.276,0.01952,MS,MS,10.727,7.318,MS,2.962,183.312,C,0.01702,0.01545,0.03247,C,0.01591,4.132,7.531,65.215,3.437,148.104,12.57,12.499,25.063,0.208,17.404,MS,9.739,53.968,0.273,320.765
6613,03/10/2019 12:00,0.02108,0.02157,0.04266,0.291,0.01952,MS,MS,14.779,8.217,MS,4.547,130.123,C,0.01689,0.01514,0.03206,C,0.01656,4.807,8.174,65.406,5.782,128.85,8.43,11,19.424,0.211,23.147,MS,13.321,48.842,4.953,136.696
6614,03/10/2019 13:00,0.01472,0.01527,0.03,0.256,0.02203,MS,MS,13.205,8.901,MS,7.355,140.217,0.00054,0.00241,0.00346,0.00587,0.128,0.03071,2.575,9.491,53.965,10.35,138.598,6.725,9.858,16.576,0.215,26.486,MS,16.658,46.224,7.178,149.527
6615,03/10/2019 14:00,0.00349,0.0069,0.01039,0.178,0.03111,MS,MS,9.395,8.858,MS,8.99,128.618,0.00036,0.00156,0.00277,0.00433,0.124,0.03301,C,9.557,57.194,8.637,133.917,4.104,8.034,12.132,0.182,30.495,MS,13.888,43.876,8.382,147.862
6616,03/10/2019 15:00,0.00425,0.00929,0.01355,0.182,0.03033,MS,MS,9.375,9.182,MS,4.772,128.612,0.00031,0.00145,0.00292,0.00437,0.138,0.03393,C,10.223,55.174,7.054,126.768,3.127,6.36,9.481,0.172,33.136,MS,15.676,44.446,8.574,135.197
6617,03/10/2019 16:00,0.00438,0.01101,0.0154,0.196,0.0285,MS,MS,10.315,9.584,MS,5.817,121.137,0.00034,0.00211,0.00471,0.00682,0.144,0.03148,5.566,8.975,61.781,9.836,128.489,2.639,7.514,10.148,0.187,34.14,MS,17.079,41.521,6.199,142.422
6618,03/10/2019 17:00,0.00357,0.01184,0.0154,0.201,0.02518,MS,MS,11.71,8.356,MS,6.684,143.029,0.00021,0.0014,0.00485,0.00625,0.156,0.03049,7.741,7.664,69.345,9.679,138.005,3.534,12.222,15.749,0.216,29.909,MS,32.66,45.323,7.468,144.679
6619,03/10/2019 18:00,0.00254,0.02029,0.02283,0.236,0.01704,MS,MS,14.707,7.318,MS,4.186,152.331,0.00014,0.00107,0.00941,0.01047,0.178,0.02408,8.801,5.527,83.884,7.197,127.881,2.251,16.245,18.486,0.269,22.293,MS,36.718,55.111,7.004,150.89
6620,03/10/2019 19:00,0.00361,0.02919,0.0328,0.293,0.00739,MS,MS,15.673,5.439,MS,2.615,147.741,0.00007,0.00043,0.01226,0.01268,0.214,0.01816,12.481,3.881,99.716,3.943,137.042,1.227,21.932,23.152,0.323,15.737,MS,31.777,59.177,3.468,208.621
6621,03/10/2019 20:00,0.00505,0.0332,0.03825,0.345,0.00219,MS,MS,14.864,4.286,MS,2.206,160.293,0.00012,0.00102,0.01748,0.01848,0.258,0.01087,16.58,3.242,100.087,2.839,149.35,0.101,6.567,6.659,0.164,33.216,MS,5.328,49.456,6.002,263.489
6622,03/10/2019 21:00,0.00836,0.03164,0.04002,0.371,0.00359,MS,MS,12.979,4.103,MS,2.092,183.574,0.00019,0.00083,0.01869,0.01953,0.245,0.01171,16.41,3.668,96.679,4.069,231.545,0.066,7.812,7.872,0.186,30.128,MS,1.837,53.511,5.059,279.71
6623,03/10/2019 22:00,0.00152,0.02426,0.02578,0.173,0.01646,MS,MS,3.076,6.804,MS,3.311,239.612,0.00009,0.00087,0.01668,0.01756,0.23,0.01731,8.434,4.927,80.09,6.006,257.512,0.056,6.369,6.419,0.178,30.026,MS,0.646,56.423,5.645,293.405
6624,03/10/2019 23:00,0.00103,0.02715,0.02817,0.179,0.01067,MS,MS,3.133,5.18,MS,2.128,219.843,0.00021,0.00131,0.02006,0.02138,0.213,0.01362,4.672,4.456,79.761,4.861,247.624,0.047,5.773,5.811,0.158,29.461,MS,1.012,59.445,4.872,297.612
6625,04/10/2019 0:00,0.0134,0.03039,0.04378,0.305,0.00425,MS,MS,6.221,2.906,MS,2.901,172.092,0.00015,0.00155,0.0175,0.01903,0.173,0.01514,2.968,3.646,80.399,4.611,243.822,0.059,8.179,8.23,0.174,26.099,MS,1.93,62.526,4.831,292.373
6626,04/10/2019 1:00,0.00572,0.02851,0.03423,0.246,0.00393,MS,MS,4.276,2.268,MS,2.547,180.635,0.00021,0.00132,0.01484,0.01617,0.148,0.01686,2.445,3.259,82.059,6.348,250.065,0.066,8.644,8.702,0.152,23.732,MS,2.888,65.504,5.04,289.9
6627,04/10/2019 2:00,0.00897,0.03057,0.03953,0.22,0.00096,MS,MS,4.266,1.754,MS,1.873,94.167,Z,Z,Z,Z,Z,Z,2.049,2.979,80.908,4.793,255.801,0.051,6.781,6.826,0.154,25.318,MS,1.889,64.972,4.669,295.283
6628,04/10/2019 3:00,0.03607,0.03158,0.06763,0.257,0.00062,MS,MS,5.543,1.131,MS,2.159,148.292,0.00009,0.00052,0.01582,0.01634,0.164,0.01277,2.571,2.286,86.868,2.346,258.345,Z,Z,Z,0.143,23.348,MS,1.573,65.021,5.674,303.181
6629,04/10/2019 4:00,Z,Z,Z,Z,Z,MS,MS,5.481,0.59,MS,0.955,133.129,0.00016,0.005,0.02115,0.02615,0.162,0.0083,2.3,1.704,89.137,2.152,251.84,0.096,10.104,10.193,Z,Z,MS,2.847,63.537,6.188,289.167
6630,04/10/2019 5:00,0.05124,0.03157,0.08281,0.328,0.00071,MS,MS,6.711,0.426,MS,1.659,111.705,0.00015,0.00321,0.0183,0.02152,0.162,0.00709,2.12,0.765,100.099,2.746,201.143,0.118,10.71,10.824,0.153,20.173,MS,3.978,66.433,6.421,288.923
6631,04/10/2019 6:00,0.05157,0.03202,0.08359,0.349,0.00061,MS,MS,5.997,0.01,MS,1.091,82.832,0.00028,0.01023,0.02448,0.03471,0.221,0.00483,2.927,1.031,99.753,4.897,262.868,0.271,14.299,14.566,0.18,15.849,MS,3.087,68.123,4.022,285.534
6632,04/10/2019 7:00,0.06599,0.03299,0.09895,0.388,0.00077,MS,MS,6.419,-0.19,MS,1.2,3.777,0.00039,0.03167,0.02878,0.06045,0.384,0.00202,5.029,0.993,98.12,2.63,270.468,7.629,24.178,31.803,0.316,4.939,MS,6.197,75.668,1.972,266.94
6633,04/10/2019 8:00,0.11641,0.04285,0.15925,0.699,0.00164,MS,MS,10.112,0.062,MS,1.469,281.588,0.00047,0.03825,0.02921,0.06746,0.484,0.00365,6.213,1.492,91.162,3.788,255.888,16.592,24.749,41.339,0.304,5.869,MS,10.339,76.338,3.024,269.198
6634,04/10/2019 9:00,0.13543,0.04728,0.1827,0.783,0.00362,MS,MS,21.513,3.421,MS,D,D,0.00028,0.0261,0.02211,0.04821,0.39,0.00971,6.154,2.838,81.82,4.932,264.799,9.567,13.672,23.237,0.219,16.16,MS,5.88,63.554,5.505,294.722
6635,04/10/2019 10:00,0.05758,0.03268,0.09026,C,0.0098,MS,MS,15.662,6.913,MS,2.327,200.969,0.00036,0.01047,0.01197,0.02245,0.235,0.02057,3.354,6.097,63.143,6.975,242.943,5.162,8.79,13.951,0.165,25.294,MS,4.441,49.21,6.367,298.766
6636,04/10/2019 11:00,0.01556,0.01769,0.03326,C,0.02211,MS,MS,6.139,10.469,MS,4.208,272.152,0.00037,0.00827,0.01092,0.01919,0.228,0.02413,2.701,9.711,48.015,4.287,224.344,3.77,6.293,10.063,0.145,30.059,MS,3.054,39.127,8.418,293.383
6637,04/10/2019 12:00,0.00209,0.00373,0.00582,C,0.0347,MS,MS,2.23,12.067,MS,12.653,289.207,0.00035,0.00332,0.00489,0.0082,0.14,0.03413,0.929,12.163,35.562,8.071,281.409,2.087,3.633,5.72,0.126,35.106,MS,1.394,31.263,11.794,261.254
6638,04/10/2019 13:00,0.00171,0.00302,0.00473,0.11,0.03747,MS,MS,1.807,12.677,MS,11.558,282.842,0.00168,0.00264,0.00322,0.00587,0.117,0.03731,0.498,12.899,30.631,10.868,283.483,2.078,2.762,4.841,0.118,37.684,MS,1.513,27.136,13.21,260.333
