7063,22/10/2022 6:00,0.00009,0.00559,0.00568,0.129,0.02728,MS,MS,1.726,0.241,99.54,8.927,16.259,0.00002,0.0045,0.00983,0.01433,0.127,0.02247,2.489,0.324,99.3,5.911,15.104,0.284,4.267,4.541,0.111,30.809,MS,-0.655,95.533,N,N
7064,22/10/2022 7:00,0.00027,0.012,0.01227,0.143,0.02,MS,MS,1.894,0.195,99.541,8.629,355.729,0.00001,0.0009,0.01193,0.01283,0.138,0.02119,3.331,0.338,99.202,4.785,4.601,0.144,5.993,6.128,0.119,27.76,MS,-0.443,95.64,N,N
7065,22/10/2022 8:00,0.0006,0.0125,0.0131,0.165,0.01722,MS,MS,2.363,0.196,99.563,6.961,355.475,0.00006,0.00176,0.01848,0.02024,0.16,0.01463,5.278,0.385,98.651,5.489,357.828,0.34,6.285,6.623,0.125,25.107,MS,0.342,95.702,N,N
7066,22/10/2022 9:00,0.00155,0.00867,0.01022,0.173,0.02133,MS,MS,5.251,0.203,99.574,9.77,9.437,0.00005,0.00315,0.01412,0.01727,0.179,0.01692,7.059,0.335,98.6,8.996,2.37,0.856,4.677,5.528,0.138,25.749,MS,2.372,95.703,N,N
7067,22/10/2022 10:00,0.00401,0.00876,0.01277,0.186,0.02112,MS,MS,7.48,0.163,99.596,9.758,15.022,0.00003,0.00455,0.01207,0.01661,0.177,0.01907,8.792,0.418,98.6,10.074,6.882,1.203,4.018,5.218,0.151,27.749,MS,4.277,95.7,N,N
7068,22/10/2022 11:00,0.00299,0.00778,0.01077,0.19,0.02306,MS,MS,7.227,0.206,99.598,10.462,21.236,0.00004,0.00392,0.00859,0.01251,0.167,0.01917,8.405,0.545,98.639,8.834,16.407,1.123,3.124,4.243,0.149,30.353,MS,4.364,95.275,3.002,130.271
7069,22/10/2022 12:00,0.00331,0.00813,0.01144,0.174,0.02565,MS,MS,6.312,0.144,99.559,11.449,12.635,0.00003,0.00267,0.00686,0.00953,0.163,0.02545,8.855,0.522,98.841,12.081,8.492,0.962,3.108,4.069,0.149,32.921,MS,4.775,92.186,3.733,40.994
7070,22/10/2022 13:00,0.00215,0.00563,0.00778,0.172,0.0269,MS,MS,6.549,0.297,99.497,12.238,356.292,0.00006,0.00385,0.00798,0.01183,0.175,0.02593,9.552,1.126,99.522,9.971,354.156,1.026,3.105,4.13,0.142,32.171,MS,4.03,87.917,6.529,9.553
7071,22/10/2022 14:00,0.00217,0.0046,0.00677,0.167,0.02665,MS,MS,6.545,0.519,99.497,14.041,355.051,0.00018,0.00511,0.00979,0.0149,0.201,0.02375,10.592,1.18,99.625,12.406,341.879,1.457,3.26,4.718,0.146,30.686,MS,4.98,85.741,7.719,358.927
7072,22/10/2022 15:00,0.0022,0.00499,0.0072,0.171,0.02434,MS,MS,8.913,0.699,99.545,13.408,356.769,0.00016,0.00393,0.00836,0.01229,0.202,0.02204,11.185,1.191,99.532,11.478,344.844,1.677,3.65,5.329,0.147,28.092,MS,8.059,85.905,7.172,7.315
7073,22/10/2022 16:00,0.00177,0.0058,0.00756,0.173,0.02202,MS,MS,8.359,0.84,99.528,13.249,354.583,0.00013,0.00401,0.01039,0.0144,0.183,0.02077,12.787,1.364,99.586,10.241,351.092,1.303,4.432,5.738,0.154,25.379,MS,6.109,88.125,7.243,1.479
7074,22/10/2022 17:00,0.00096,0.007,0.00795,0.176,0.02138,MS,MS,9.153,0.726,99.554,12.269,356.239,0.00021,0.00182,0.01041,0.01223,0.193,0.01807,11.519,0.996,99.5,11.265,340.976,0.896,5.478,6.378,0.152,27.609,MS,7.665,88.736,6.111,345.561
7075,22/10/2022 18:00,0.00032,0.00913,0.00946,0.192,0.02059,MS,MS,9.84,0.585,99.508,10.674,352.688,0.00017,0.00089,0.01202,0.01291,0.18,0.01773,10.663,0.804,99.467,11.403,339.961,0.252,5.868,6.126,0.164,26.99,MS,7.264,90.226,5.461,330.933
7076,22/10/2022 19:00,0.00012,0.00934,0.00946,0.191,0.01924,MS,MS,8.707,0.518,99.501,9.851,351.153,0.00019,0.00062,0.01341,0.01403,0.193,0.0159,10.544,0.702,99.4,9.35,339.466,0.37,6.575,6.953,0.158,25.516,MS,7.201,92.046,5.277,352.971
7077,22/10/2022 20:00,0.00009,0.0094,0.00949,0.184,0.01954,MS,MS,8.553,0.501,99.499,9.11,353.812,0.00008,0.00099,0.01504,0.01603,0.188,0.01522,10.855,0.699,99.4,7.233,347.971,0.184,6.491,6.683,0.163,24.029,MS,8.677,92.396,4.312,339.065
7078,22/10/2022 21:00,0.00013,0.01063,0.01076,0.202,0.01406,MS,MS,7.649,0.548,99.498,8.196,349.977,0.00008,0.00094,0.01573,0.01667,0.187,0.01483,11.347,0.699,99.4,6.005,345.797,0.243,6.41,6.663,0.161,21.435,MS,7.535,93.178,4.581,346.018
7079,22/10/2022 22:00,0.00014,0.00994,0.01008,0.182,0.01749,MS,MS,8.077,0.587,99.498,7.329,12.27,0.00005,0.00027,0.00978,0.01005,0.168,0.01997,10.886,0.691,99.4,7.379,8.046,0.166,4.701,4.878,0.144,25.352,MS,7.227,93.861,5.608,6.924
7080,22/10/2022 23:00,0.00006,0.00619,0.00626,0.16,0.02331,MS,MS,7.347,0.564,99.498,7.724,15.334,0.00004,0.00012,0.00601,0.00614,0.14,0.02366,10.884,0.558,99.4,7.982,8.485,0.13,4.426,4.569,0.142,26.365,MS,8.351,94.278,4.701,10.407
7081,23/10/2022 0:00,0.00009,0.0051,0.00519,0.145,0.02144,MS,MS,6.513,0.468,99.498,7.972,34.592,0.00005,0.00019,0.00507,0.00526,0.128,0.02045,9.271,0.482,99.4,8.831,11.125,0.278,4.356,4.647,0.129,25.373,MS,6.552,94.619,5.473,19.106
7082,23/10/2022 1:00,0.00009,0.00747,0.00756,0.144,0.01792,MS,MS,7.092,0.338,99.496,9.901,10.037,0.00005,0.00039,0.00633,0.00672,0.128,0.01832,8.957,0.5,99.401,9.216,7.824,0.309,3.624,3.947,0.123,25.196,MS,9.016,94.953,6.532,13.557
7083,23/10/2022 2:00,0.00005,0.00464,0.0047,0.133,0.02066,MS,MS,8.326,0.124,99.499,9.553,9.113,Z,Z,Z,Z,Z,Z,8.851,0.472,99.4,7.668,1.51,0.343,3.812,4.169,0.125,23.449,MS,10.579,95.145,6.358,8.493
7084,23/10/2022 3:00,0.00005,0.00515,0.0052,0.134,0.01912,MS,MS,9.181,0.072,99.497,10.805,352.209,0.00012,0.00045,0.00872,0.00917,0.138,0.01657,9.237,0.408,99.4,7.339,349.877,0.362,4.004,4.384,0.125,22.448,MS,10.078,95.243,6.854,1.987
7085,23/10/2022 4:00,Z,Z,Z,Z,Z,MS,MS,8.812,-0.024,99.5,11.803,348.144,0.00021,0.00032,0.00793,0.00825,0.135,0.01755,9.431,0.313,99.4,11.467,339.689,Z,Z,Z,Z,Z,MS,9.764,95.379,6.569,345.877
7086,23/10/2022 5:00,0.00007,0.00552,0.00559,0.133,0.01869,MS,MS,8.692,-0.055,99.5,12.155,344.508,0.00012,0.00088,0.00954,0.01041,0.141,0.01659,9.406,0.298,99.442,12.452,336.428,0.368,4.334,4.717,0.121,22.692,MS,9.563,95.412,7.566,335.555
7087,23/10/2022 6:00,0.00026,0.00726,0.00752,0.132,0.01822,MS,MS,7.766,-0.178,99.5,12.449,344.598,0.00008,0.00071,0.0094,0.01012,0.14,0.01658,8.978,0.199,99.45,13.016,337.15,0.241,4.761,5.016,0.124,22.353,MS,8.565,95.486,7.115,331.564
7088,23/10/2022 7:00,0.00053,0.00651,0.00704,0.127,0.01996,MS,MS,7.169,-0.196,99.5,13.934,340.828,0.00015,0.00065,0.0118,0.01245,0.141,0.01573,8.2,0.2,99.439,12.942,331.3,0.201,5.453,5.667,0.135,21.456,MS,7.959,95.499,6.378,325.144
7089,23/10/2022 8:00,0.00015,0.00394,0.00409,0.13,0.02641,MS,MS,5.55,-0.331,99.5,15.107,340.6,0.00014,0.00122,0.01144,0.01266,0.14,0.01896,7.137,0.178,99.504,13.952,335.374,0.39,7.389,7.791,0.137,20.703,MS,7.873,95.505,5.93,313.362
7090,23/10/2022 9:00,0.00062,0.00417,0.00479,0.137,0.026,MS,MS,7.396,-0.163,99.511,11.914,339.312,0.0001,0.00297,0.01479,0.01776,0.149,0.01812,7.08,0.294,99.509,10.352,334.238,0.688,4.358,5.057,0.136,27.854,MS,6.969,95.331,6.188,322.229
7091,23/10/2022 10:00,0.00095,0.00368,0.00463,0.144,0.0289,MS,MS,7.19,-0.076,99.508,11.58,339.036,0.00023,0.00297,0.00995,0.01292,0.156,0.02309,7.676,0.578,99.581,9.31,326.67,1.401,5.079,6.489,0.153,27.538,MS,8.517,94.256,4.543,312.212
7092,23/10/2022 11:00,0.00154,0.00401,0.00556,0.152,0.03081,MS,MS,7.147,0.471,99.503,9.974,333.149,0.00036,0.00264,0.00724,0.00988,0.164,0.02802,7.954,1.119,99.693,8.254,323.16,1.354,3.784,5.146,0.149,31.282,MS,7.917,89.203,5.806,308.846
7093,23/10/2022 12:00,0.00161,0.00296,0.00457,0.137,0.03312,MS,MS,5.811,1.72,99.904,10.26,345.286,0.00035,0.00385,0.00739,0.01124,0.165,0.02877,8.905,2.162,99.847,6.815,330.767,1.727,3.304,5.038,0.14,29.584,MS,4.792,83.718,7.189,328.641
7094,23/10/2022 13:00,0.00119,0.00297,0.00416,0.134,0.02983,MS,MS,4.759,1.86,99.91,9.3,340.11,0.00029,0.00254,0.00593,0.00847,0.155,0.02858,8.466,2.346,98.439,8.29,352.61,1.131,2.632,3.768,0.131,27.585,MS,5.316,84.063,7.174,348.184
7095,23/10/2022 14:00,0.00148,0.00342,0.00489,0.141,0.02485,MS,MS,5.422,1.876,99.881,7.102,3.729,0.0003,0.00289,0.00694,0.00983,0.15,0.02518,8.144,2.325,93.635,5.82,337.634,1.053,2.401,3.458,0.131,27.519,MS,5.659,80.958,5.857,23.089
7096,23/10/2022 15:00,0.00168,0.00278,0.00446,0.14,0.02548,MS,MS,6.325,2.771,91.147,3.473,10.502,0.0002,0.0024,0.00634,0.00874,0.157,0.02105,7.172,2.576,96.369,3.74,16.076,0.894,2.107,3.004,0.129,29.174,MS,5.857,76.051,4.273,58.35
7097,23/10/2022 16:00,0.00141,0.00319,0.0046,0.14,0.02753,MS,MS,5.843,3.458,71.456,1.683,279.739,0.00019,0.00224,0.00549,0.00773,0.154,0.02353,7.451,2.915,92.901,5.723,139.238,1.47,3.136,4.608,0.144,28.253,MS,7.613,73.001,2.458,97.043
7098,23/10/2022 17:00,0.00221,0.00897,0.01118,0.163,0.02109,MS,MS,7.383,2.223,83.669,3.986,177.229,0.00015,0.00163,0.00815,0.00978,0.18,0.02129,8.6,2.499,99.429,5.55,143.014,1.374,5.705,7.079,0.163,26.187,MS,7.633,71.78,3.348,167.926
7099,23/10/2022 18:00,0.00091,0.01482,0.01573,0.21,0.01433,MS,MS,9.141,1.164,99.904,5.286,185.417,0.00006,0.00074,0.01345,0.01419,0.211,0.01607,9.92,0.625,99.7,5.641,158.914,1.475,12.073,13.547,0.209,18.285,MS,9.621,83.457,5.324,194.062
7100,23/10/2022 19:00,0.00059,0.01886,0.01944,0.234,0.01001,MS,MS,9.392,0.239,99.703,4.951,181.275,0.00007,0.00029,0.01667,0.01695,0.249,0.01384,10.282,-0.316,99.598,6.63,167.988,0.361,9.288,9.648,0.192,22.208,MS,8.424,85.477,6.463,167.979
7101,23/10/2022 20:00,0.00031,0.01656,0.01687,0.185,0.01326,MS,MS,6.94,-0.672,99.7,5.67,191.012,0.00006,0.00011,0.011,0.01111,0.183,0.02129,9.012,-0.375,99.729,8.783,177.396,0.271,9.829,10.101,0.191,23.095,MS,6.772,83.157,6.42,166.26
7102,23/10/2022 21:00,0.00026,0.01603,0.01629,0.181,0.0125,MS,MS,6.16,-1.357,99.7,4.534,188.523,0.00008,0.00015,0.00902,0.00917,0.164,0.02353,8.101,-0.702,99.773,7.559,182.99,0.194,7.89,8.082,0.171,26.112,MS,5.478,80.417,6.068,167.917
7103,23/10/2022 22:00,0.00036,0.01384,0.0142,0.237,0.01581,MS,MS,4.718,-1.815,99.7,4.668,180.938,0.00006,0.00003,0.00708,0.00711,0.14,0.02572,7.919,-1.58,99.781,7.099,169.368,0.049,6.174,6.215,0.151,28.675,MS,4.56,77.213,6.216,144.284
7104,23/10/2022 23:00,0.00091,0.02077,0.02168,0.174,0.01132,MS,MS,2.419,-2.111,99.771,4.594,179.043,0.00005,0.00106,0.00964,0.01069,0.197,0.02072,8.332,-3.175,99.703,5.681,125.581,0.11,8.546,8.644,0.156,26.58,MS,4.594,77.287,5.324,143.94
7105,24/10/2022 0:00,0.00036,0.01752,0.01788,0.207,0.01168,MS,MS,2.106,-3.178,99.715,4.074,117.251,0.00005,0.00076,0.00815,0.00891,0.195,0.02047,7.91,-3.885,99.674,4.598,115.698,0.042,11.352,11.385,0.18,22.306,MS,5.665,82.036,2.802,150.448
7106,24/10/2022 1:00,0.00024,0.01061,0.01085,0.162,0.01776,MS,MS,1.999,-4.375,99.659,4.572,125.602,0.00007,0.00139,0.00645,0.00784,0.177,0.02161,7.091,-4.448,99.699,7.781,119.618,0.121,14.108,14.217,0.189,16.944,MS,5.514,87.641,1.476,157.815
7107,24/10/2022 2:00,0.00028,0.01673,0.01701,0.196,0.01021,MS,MS,2.137,-4.726,99.602,1.602,116.781,Z,Z,Z,Z,Z,Z,6.504,-4.867,99.653,7.079,133.161,0.085,13.538,13.611,0.181,15.916,MS,4.663,89.27,1.553,162.951
7108,24/10/2022 3:00,0.00111,0.0213,0.02242,0.202,0.00458,MS,MS,2.369,-4.471,99.6,1.811,102.555,0.00004,0.00142,0.00988,0.0113,0.18,0.01598,6.48,-5.022,99.667,5.566,130.193,1.23,20.36,21.575,0.211,6.771,MS,5.522,90.759,0.424,359.432
7109,24/10/2022 4:00,Z,Z,Z,Z,Z,MS,MS,2.41,-4.873,99.6,2.617,110.27,0.00004,0.00145,0.01262,0.01407,0.229,0.01326,6.6,-4.549,99.706,1.398,132.378,Z,Z,Z,Z,Z,MS,5.93,92.362,3.576,298.296
7110,24/10/2022 5:00,0.01635,0.02641,0.0428,0.238,-0.0005,MS,MS,4.228,-4.78,99.6,2.085,172.237,0.0001,0.00792,0.02453,0.03248,0.225,0.00282,6.924,-4.363,99.702,1.811,170.701,5.54,23.483,29.01,0.193,2.928,MS,5.77,93.101,3.861,296.343
7111,24/10/2022 6:00,0.03897,0.03235,0.07132,0.285,0.00034,MS,MS,5.987,-4.023,99.6,1.896,200.732,0.00013,0.01329,0.02535,0.03863,0.246,0.00072,6.913,-3.945,99.691,3.971,254.268,4.23,22.924,27.142,0.216,2.505,MS,4.714,92.174,4.143,308.81
7112,24/10/2022 7:00,0.06323,0.0337,0.09697,0.372,0.00113,MS,MS,8,-3.87,99.6,0.624,293.4,0.00019,0.02295,0.02767,0.05064,0.302,0.00077,6.835,-3.666,99.759,5.973,267.529,10.264,23.989,34.242,0.224,1.649,MS,4.22,91.142,3.461,304.624
7113,24/10/2022 8:00,0.07728,0.03946,0.11672,0.429,0.00138,MS,MS,9.743,-3.669,99.599,0.947,233.601,0.00028,0.04009,0.02983,0.06992,0.379,0.0015,7.477,-3.256,99.779,5.197,277.091,14.411,23,37.401,0.311,2.962,MS,3.591,89.798,3.287,306.414
7114,24/10/2022 9:00,0.06832,0.03074,0.09906,0.489,0.00376,MS,MS,11.277,-1.495,99.742,1.626,295.87,0.00027,0.03347,0.02447,0.05794,0.372,0.00617,6.795,-1.823,99.908,3.654,253.53,17.938,18.76,36.689,0.301,9.388,MS,4.21,83.083,3.294,302.684
7115,24/10/2022 10:00,0.07679,0.03447,0.11125,0.565,0.00252,MS,MS,12.515,-0.031,99.941,1.637,148.211,0.00016,0.01756,0.01969,0.03725,0.3,0.00909,6.288,-0.661,96.469,4.804,229.035,24.266,22.572,46.83,0.297,7.877,MS,4.873,76.811,2.697,301.965
7116,24/10/2022 11:00,0.05142,0.02642,0.07786,0.454,0.00513,MS,MS,11.458,0.818,98.477,2.734,188.48,0.00018,0.01356,0.01495,0.02851,0.25,0.01255,5.873,0.846,85.009,3.839,228.416,23.578,19.648,43.22,0.255,12.068,MS,4.406,69.291,0.927,209.496
7117,24/10/2022 12:00,0.0412,0.02205,0.06325,0.379,0.01259,MS,MS,10.921,4.318,70.027,0.992,271.885,0.00037,0.02571,0.01674,0.04245,0.329,0.01383,7.529,2.915,73.247,3.432,237.74,17.874,13.569,31.437,0.261,19.247,MS,4.823,57.478,2.568,291.512
7118,24/10/2022 13:00,0.01062,0.01208,0.0227,0.182,0.02298,MS,MS,6.634,6.876,47.099,1.878,286.571,0.00043,0.0268,0.02208,0.04888,0.329,0.01612,9.695,5.917,56.323,2.819,357.869,8.748,8.976,17.719,0.204,25.853,MS,3.883,49.044,2.817,293.58
7119,24/10/2022 14:00,0.03023,0.0247,0.05493,0.335,0.01685,MS,MS,12.339,6.213,52.969,3.224,125.518,0.00051,0.05314,0.03023,0.08337,0.385,0.00771,15.448,5.476,67.19,4.668,111.245,4.198,7.918,12.113,0.198,28.165,MS,3.952,49.2,2.693,314.578
7120,24/10/2022 15:00,0.06162,0.04139,0.10301,0.604,0.00482,MS,MS,21.698,4.927,69.179,2.309,154.73,0.00035,0.04185,0.03232,0.07417,0.384,0.00456,16.128,3.819,83.466,3.883,149.293,4.098,12.563,16.656,0.226,22.692,MS,4.366,54.621,4.095,269.505
7121,24/10/2022 16:00,0.09641,0.04263,0.13904,0.655,0.00231,MS,MS,29.596,4.972,71.959,3.376,204.058,0.00044,0.05525,0.03789,0.09314,0.503,0.0034,19.278,4.583,78.636,2.591,139.151,1.28,6.045,7.323,0.182,28.143,MS,1.568,55.888,6.333,301.474
7122,24/10/2022 17:00,0.00887,0.01559,0.02447,0.242,0.01797,MS,MS,7.137,6.154,49.373,10.962,325.34,0.00035,0.02666,0.03226,0.05892,0.431,0.00443,14.714,5.733,62.982,3.541,260.395,0.815,6.185,7.001,0.181,27.263,MS,0.802,56.365,5.197,323.854
7123,24/10/2022 18:00,0.00534,0.0292,0.03453,0.28,0.00472,MS,MS,9.891,3.848,65.085,11.052,351.4,0.00033,0.00519,0.02671,0.0319,0.275,0.00856,7.581,5.441,56.581,8.893,347.831,0.358,9.354,9.709,0.191,24.26,MS,2.874,63.788,4.069,20.361
7124,24/10/2022 19:00,0.00059,0.02013,0.02072,0.199,0.0108,MS,MS,9.198,2.736,75.077,9.61,341.606,0.00055,0.00558,0.0309,0.03648,0.263,0.00516,9.324,3.7,70.454,9.524,338.26,0.198,7.118,7.321,0.168,28.097,MS,5.711,68.921,6.815,327.779
7125,24/10/2022 20:00,-0.00012,0.01194,0.01182,0.167,0.01864,MS,MS,8.624,1.634,84.792,10.72,335.357,0.00069,0.00211,0.02447,0.02657,0.208,0.00892,8.535,2.689,81.931,7.718,334.365,0.113,7.418,7.535,0.177,24.835,MS,4.337,74.318,5.396,309.512
7126,24/10/2022 21:00,-0.00022,0.0131,0.01288,0.171,0.01628,MS,MS,8.432,0.943,95.491,4.502,339.875,0.00118,0.00455,0.02968,0.03423,0.214,0.00436,7.912,1.91,91.523,3.046,334.117,1.773,15.542,17.32,0.308,11.896,MS,6.835,82.389,3.202,289.052
7127,24/10/2022 22:00,0.00101,0.01813,0.01914,0.194,0.00761,MS,MS,8.531,-0.319,99.734,0.485,297.148,0.00033,0.00471,0.02625,0.03096,0.269,0.00453,8.323,0.814,99.969,5.282,247.097,0.715,15.615,16.337,0.226,10.613,MS,5.716,86.238,3.284,326.288
7128,24/10/2022 23:00,0.0069,0.02435,0.03125,0.233,0.00172,MS,MS,8.671,-0.163,99.701,2.525,222.943,0.00017,0.00284,0.01524,0.01808,0.192,0.01099,5.748,0.51,99.8,5.818,257.657,0.131,11.896,12.034,0.176,14.713,MS,3.885,82.878,2.932,319.667
7129,25/10/2022 0:00,0.00081,0.01628,0.01709,0.183,0.0086,MS,MS,5.654,0.515,99.869,1.034,237.713,0.0002,0.00188,0.01384,0.01572,0.184,0.01134,5.254,0.572,99.809,6.357,241.38,0.116,9.576,9.7,0.201,16.191,MS,3.212,82.469,3.627,303.411
7130,25/10/2022 1:00,0.00114,0.01558,0.01673,0.168,0.00819,MS,MS,4.915,0.387,99.896,1.505,217.184,0.00016,0.00092,0.012,0.01292,0.168,0.01058,4.924,0.322,99.8,4.653,244.904,0.128,10.455,10.592,0.164,14.412,MS,3.886,82.438,4.703,313.49
7131,25/10/2022 2:00,0.00501,0.02367,0.02868,0.199,0.00042,MS,MS,6.009,-0.415,99.757,0.406,219.66,Z,Z,Z,Z,Z,Z,4.735,0.158,99.773,1.708,271.893,1.531,14.099,15.639,0.161,9.967,MS,4.942,82.192,3.985,305.5
7132,25/10/2022 3:00,0.02142,0.02492,0.04635,0.246,-0.0006,MS,MS,6.281,-1.259,99.595,1.041,46.78,0.00016,0.00577,0.02042,0.02619,0.176,0.0033,4.363,-0.265,99.793,3.768,277.181,2.602,18.171,20.784,0.169,4.525,MS,5.478,86.914,4.113,330.482
7133,25/10/2022 4:00,Z,Z,Z,Z,Z,MS,MS,5.708,-1.743,99.552,0.769,147.509,0.00017,0.00845,0.02038,0.02883,0.186,0.00485,3.827,-0.179,99.936,5.606,271.916,Z,Z,Z,Z,Z,MS,2.747,81.674,4.511,326.843
7134,25/10/2022 5:00,0.067,0.03361,0.10061,0.343,-0.00053,MS,MS,5.524,-1.788,99.501,0.179,40.942,0.00018,0.01056,0.02145,0.03201,0.193,0.00406,3.166,-0.296,96.911,4.408,234.582,0.578,12.801,13.39,0.169,13.653,MS,0.466,74.138,4.706,320.32
7135,25/10/2022 6:00,0.05879,0.02689,0.08568,0.338,-0.00048,MS,MS,4.883,-1.066,99.5,0.327,60.001,0.00026,0.01213,0.02438,0.03652,0.219,0.0018,3.359,0.237,90.775,3.112,245.292,0.365,12.33,12.703,0.168,14.543,MS,0.551,71.737,5.743,311.909
7136,25/10/2022 7:00,0.06353,0.02926,0.09279,0.387,-0.0009,MS,MS,4.838,-0.938,99.536,0.633,291.819,0.00027,0.02672,0.02781,0.05452,0.32,0.00104,4.171,0.678,84.46,4.483,268.207,0.31,12.449,12.768,0.18,15.89,MS,-0.115,66.193,5.104,316.257
7137,25/10/2022 8:00,0.0726,0.0323,0.1049,0.467,-0.00061,MS,MS,6.04,0.625,99.677,1.445,348.562,0.00032,0.03164,0.03004,0.06168,0.35,0.00209,4.234,1.769,71.929,5.789,260.542,1.899,15.89,17.801,0.226,12.454,MS,0.64,66.216,7.166,302.112
7138,25/10/2022 9:00,0.00587,0.01471,0.02058,0.203,0.0141,MS,MS,3.193,3.185,75.155,15.435,347.536,0.00046,0.02428,0.02683,0.05108,0.281,0.00734,5.704,3.406,64.559,10.112,336.517,2.194,7.778,9.974,0.16,23.787,MS,0.207,62.543,9.286,345.273
7139,25/10/2022 10:00,0.00355,0.00924,0.0128,0.166,0.01913,MS,MS,3.196,2.825,85.113,16.846,346.053,0.00043,0.0102,0.01605,0.02624,0.18,0.01724,4.331,3.653,73.545,15.311,337.465,1.667,4.884,6.558,0.145,27.521,MS,-0.167,73.782,7.658,334.391
7140,25/10/2022 11:00,0.00378,0.00517,0.00896,0.158,0.02341,MS,MS,3.824,3.171,90.196,16.063,355.655,0.00035,0.0083,0.00965,0.01796,0.162,0.02155,3.97,3.615,87.548,15.082,346.709,2.031,3.386,5.424,0.145,28.511,MS,0.87,72.661,8.825,332.807
7141,25/10/2022 12:00,0.00276,0.00416,0.00693,0.158,0.02366,MS,MS,4.383,2.746,94.907,16.706,6.314,0.00029,0.00857,0.00899,0.01757,0.165,0.02173,6.396,3.919,87.198,15.266,2.975,1.618,2.859,4.483,0.144,27.339,MS,0.844,78.364,9.897,1.439
7142,25/10/2022 13:00,0.00493,0.00592,0.01085,0.163,0.02372,MS,MS,4.687,2.532,99.942,14.201,25.32,0.00024,0.009,0.01013,0.01914,0.169,0.0204,6.656,3.329,94.817,11.514,13.617,1.432,2.025,3.461,0.138,30.833,MS,0.083,75.225,10.575,32.525
7143,25/10/2022 14:00,0.00414,0.00506,0.0092,0.162,0.02473,MS,MS,4.737,2.59,98.951,7.07,19.902,0.00021,0.00698,0.00953,0.01651,0.163,0.02022,6.48,3.18,96.24,9.484,59.486,1.702,2.699,4.403,0.138,30.833,MS,0.546,76.775,6.918,39.751
7144,25/10/2022 15:00,0.00405,0.00559,0.00964,0.17,0.02419,MS,MS,5.043,2.632,92.985,4.413,125.806,0.00019,0.0059,0.00756,0.01347,0.165,0.02116,6.531,3.627,91.824,6.067,87.334,2.667,4.304,6.973,0.16,29.411,MS,1.87,70.762,3.426,108.989
7145,25/10/2022 16:00,0.00832,0.01045,0.01874,0.189,0.02002,MS,MS,6.097,2.644,92.986,6.318,156.985,0.00012,0.00275,0.00543,0.00818,0.154,0.02249,5.426,2.899,99.825,8.58,134.078,6.343,11.186,17.53,0.217,23.544,MS,6.337,70.009,8.409,155.522
7146,25/10/2022 17:00,0.00436,0.01047,0.01483,0.187,0.0195,MS,MS,6.93,2.386,96.984,7.538,183.639,0.00008,0.00151,0.00545,0.00696,0.156,0.02364,5.295,2.487,100.058,9.596,165.322,3.877,12.707,16.584,0.221,20.392,MS,6.958,75.521,9.731,167.028
7147,25/10/2022 18:00,0.00073,0.01236,0.01309,0.181,0.01597,MS,MS,6.562,1.368,99.875,6.616,199.765,0.00005,0.00042,0.01134,0.01176,0.193,0.01809,6.607,1.397,99.797,6.036,184.909,1.692,10.014,11.706,0.186,23.056,MS,6.246,80.459,9.869,196.666
7148,25/10/2022 19:00,0.00098,0.02008,0.02104,0.224,0.00721,MS,MS,9.514,0.463,99.706,3.718,193.089,0.00005,0.0004,0.01475,0.01515,0.196,0.01452,7.483,0.827,99.698,5.583,204.123,1.755,10.927,12.68,0.187,21.859,MS,7.784,84.358,5.52,200.334
7149,25/10/2022 20:00,0.00231,0.02262,0.02493,0.271,0.00398,MS,MS,8.631,-0.294,99.616,3.404,190.118,0.00022,0.00132,0.01863,0.01995,0.207,0.011,9.09,0.181,99.624,4.878,223.814,0.559,10.804,11.361,0.245,20.161,MS,9.3,87.358,2.134,184.295
7150,25/10/2022 21:00,0.00468,0.02677,0.03145,0.285,0.00085,MS,MS,9.355,-1.062,99.598,1.32,228.128,0.00023,0.00135,0.01795,0.0193,0.213,0.01158,9.94,-0.119,99.636,4.24,219.721,1.784,17.78,19.56,0.29,8.402,MS,13.407,89.907,1.11,321.147
7151,25/10/2022 22:00,0.00467,0.02446,0.02913,0.28,0.00276,MS,MS,8.776,-1.263,99.55,2.592,182.836,0.00019,0.00486,0.0231,0.02796,0.251,0.00631,10.352,-0.782,99.6,3.607,254.143,7.021,23.945,30.961,0.38,2.203,MS,16.565,92.221,3.397,293.878
7152,25/10/2022 23:00,0.00621,0.02584,0.03204,0.287,0.0012,MS,MS,8.921,-1.812,99.543,2.483,220.205,0.0001,0.01057,0.02636,0.03693,0.306,0.0011,11.671,-1.669,99.596,3.568,253.249,3.134,21.927,25.057,0.246,3.324,MS,11.64,93.657,3.648,298.843
7153,26/10/2022 0:00,0.00673,0.02433,0.03106,0.269,0.00138,MS,MS,9.875,-2.375,99.528,2.009,237.54,0.00007,0.00381,0.02039,0.0242,0.237,0.00382,11.696,-2.397,99.598,4.73,252.288,2.105,19.599,21.698,0.23,3.872,MS,10.713,94.362,3.214,288.277
7154,26/10/2022 1:00,0.00525,0.0207,0.02595,0.224,0.00222,MS,MS,11.292,-3.075,99.547,2.246,206.058,0.00008,0.00438,0.01789,0.02227,0.207,0.004,10.436,-2.848,99.612,4.145,258.55,9.62,22.112,31.726,0.222,1.39,MS,8.906,94.182,3.287,317.905
